108,OSD95,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
197,OSD175,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
257,OSD129,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
201,OSD155-1m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
10,OSD147,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
134,OSD153,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
51,OSD93,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
233,OSD107,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
254,OSD126,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
258,OSD130,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
228,OSD182,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
30,OSD186,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
198,OSD132,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
52,OSD91,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
222,OSD113,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
37,OSD97,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
210,OSD157-1m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
36,OSD2,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
238,OSD115,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
135,OSD81,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
144,OSD76,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
27,OSD72,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
47,OSD26,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
122,OSD51,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
175,OSD45,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
195,OSD173,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
90,OSD159,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
182,OSD29,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
87,OSD96,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
11,OSD22,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
135,OSD81,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
83,OSD150,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
94,OSD34,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
216,OSD21,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
208,OSD156-1m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
153,OSD162,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
211,OSD157-80m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
234,OSD108,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
12,OSD17,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
21,OSD152-1m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
66,OSD131,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
248,OSD189,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
50,OSD92,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
191,OSD170,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
247,OSD31,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
144,OSD76,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
36,OSD2,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
84,OSD151,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
206,OSD177,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
260,OSD54,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
210,OSD157-1m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
43,OSD42,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
56,OSD146,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
245,OSD33,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
249,OSD32,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
120,OSD5-1m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
201,OSD155-12-8m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
46,OSD24,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
239,OSD116,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
237,OSD111,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
27,OSD72,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
193,OSD172,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
231,OSD103,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
31,OSD13,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
199,OSD3,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
18,OSD148,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
115,OSD74,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
214,OSD185,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
48,OSD25,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
93,OSD41,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
137,OSD55,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
55,OSD57,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
181,OSD28,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
104,OSD142,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
213,OSD184,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
54,OSD56,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
79,OSD98,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
80,OSD149,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
45,OSD10,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
143,OSD99,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
8,OSD9,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
47,OSD26,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
101,OSD30,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
17,OSD78,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
26,OSD152-10m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
39,OSD58,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
37,OSD97,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
106,OSD141,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
194,OSD174,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
230,OSD102,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
158,OSD168,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
42,OSD6,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
9,OSD118,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
179,OSD105,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
198,OSD132,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
88,OSD158,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
108,OSD95,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
156,OSD166,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
221,OSD145,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
24,OSD152-5m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
243,OSD191,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
77,OSD143,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
197,OSD175,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
172,OSD73,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
222,OSD113,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
196,OSD122,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
269,OSD164,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
53,OSD144,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
223,OSD65,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
189,OSD123,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
173,OSD37,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
190,OSD46,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
158,OSD168,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
43,OSD42,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
120,OSD5-1m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
214,OSD185,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
81,OSD53,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
89,OSD64,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
49,OSD94,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
229,OSD101,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
241,OSD114,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
207,OSD178,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
148,OSD18,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
205,OSD176,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
160,OSD63,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
114,OSD5-75m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
250,OSD169,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
13,OSD1,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
44,OSD60,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
147,OSD77,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
46,OSD24,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
56,OSD146,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
93,OSD41,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
137,OSD55,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
31,OSD13,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
115,OSD74,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
186,OSD154,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
194,OSD174,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
42,OSD6,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
151,OSD69,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
260,OSD54,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
55,OSD57,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
234,OSD108,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
12,OSD17,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
182,OSD29,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
83,OSD150,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
11,OSD22,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
153,OSD162,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
94,OSD34,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
87,OSD96,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
216,OSD21,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
50,OSD92,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
193,OSD172,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
221,OSD145,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
256,OSD128,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
157,OSD165,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
96,OSD71,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
53,OSD144,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
179,OSD105,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
223,OSD65,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
237,OSD111,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
239,OSD116,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
199,OSD3,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
104,OSD142,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
59,OSD52,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
154,OSD14,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
142,OSD7,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
212,OSD183,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
126,OSD49,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
188,OSD62,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
235,OSD109,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
155,OSD163,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
236,OSD110,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
152,OSD70,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
97,OSD133,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
206,OSD177,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
79,OSD98,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
88,OSD158,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
106,OSD141,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
143,OSD99,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
16,OSD36,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
174,OSD38,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
40,OSD39,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
45,OSD10,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
48,OSD25,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
66,OSD131,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
259,OSD167,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
122,OSD51,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
208,OSD156-1m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
21,OSD152-1m-depth,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
181,OSD28,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
189,OSD123,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
173,OSD37,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
29,OSD50,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
196,OSD122,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
172,OSD73,,LGC-GENOMICS,shotgun,raw,2015-03-08 19:17:02.768946
238,OSD115,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
91,OSD61,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
259,OSD167,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
149,OSD47,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
186,OSD154,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
168,OSD4,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
151,OSD69,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
184,OSD124,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
52,OSD91,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
157,OSD165,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
16,OSD36,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
174,OSD38,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
209,OSD156-11-8m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
40,OSD39,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
92,OSD43,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
255,OSD127,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
29,OSD50,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
96,OSD71,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
256,OSD128,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
190,OSD46,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
9,OSD118,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
230,OSD102,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
158,OSD168,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
42,OSD6,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
156,OSD166,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
179,OSD105,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
198,OSD132,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
88,OSD158,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
108,OSD95,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
24,OSD152-5m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
221,OSD145,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
143,OSD99,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
47,OSD26,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
8,OSD9,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
17,OSD78,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
101,OSD30,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
106,OSD141,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
194,OSD174,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
26,OSD152-10m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
39,OSD58,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
37,OSD97,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
186,OSD154,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
189,OSD123,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
173,OSD37,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
149,OSD47,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
184,OSD124,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
52,OSD91,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
168,OSD4,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
151,OSD69,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
209,OSD156-11-8m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
40,OSD39,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
92,OSD43,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
157,OSD165,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
16,OSD36,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
174,OSD38,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
256,OSD128,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
244,OSD190,,RAMACIOTTI-GC,16S,raw,2015-04-14 12:14:35.506517
190,OSD46,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
255,OSD127,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
29,OSD50,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
96,OSD71,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
77,OSD143,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
197,OSD175,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
172,OSD73,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
53,OSD144,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
222,OSD113,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
196,OSD122,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
269,OSD164,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
223,OSD65,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
201,OSD155-12-8m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
120,OSD5-1m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
46,OSD24,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
239,OSD116,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
237,OSD111,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
206,OSD177,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
210,OSD157-1m-depth,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
260,OSD54,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
43,OSD42,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
56,OSD146,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
181,OSD28,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
214,OSD185,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
48,OSD25,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
93,OSD41,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
137,OSD55,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
55,OSD57,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
213,OSD184,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
104,OSD142,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
54,OSD56,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
79,OSD98,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
45,OSD10,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
80,OSD149,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
193,OSD172,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
27,OSD72,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
231,OSD103,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
31,OSD13,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
199,OSD3,,LGC-GENOMICS,18S,raw,2015-04-14 12:14:35.506517
115,OSD74,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
18,OSD148,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
21,OSD152-1m-depth,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
44,OSD60,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
215,OSD117,,LGC-GENOMICS,16S,raw,2015-04-14 12:14:35.506517
