osd_id,label,bioarchive_code,ena_acc,biosample_acc,start_lat,start_lon,stop_lat,stop_lon,water_depth,local_date,local_start,local_end,start_date_time_utc,end_date_time_utc,site_name,iho_label,mrgid,protocol,objective,platform,device,description,water_temperature,salinity,biome,feature,material,ph,phosphate,nitrate,carbon_organic_particulate,nitrite,carbon_organic_dissolved_doc,nano_microplankton,downward_par,conductivity,primary_production_isotope_uptake,primary_production_oxygen,dissolved_oxygen_concentration,nitrogen_organic_particulate_pon,meso_macroplankton,bacterial_production_isotope_uptake,nitrogen_organic_dissolved_don,ammonium,silicate,bacterial_production_respiration,turbidity,fluorescence,pigment_concentration,picoplankton_flow_cytometry
190,OSD190_2014-07-13_0m_NPL022,"",ERS667475,SAMEA3275466,-35.8372,136.4413,-35.8372,136.4413,0,2014-07-13,16:52:00+09:30,17:10:00+09:30,2014-07-13T07:22:00+00,2014-07-13T07:40:00+00,Kangaroo Island,Great Australian Bight,4276,NPL022,IMOS National Reference Stations - OSD,"Research vessel, Ngerin",10 L bucket,marine surface water,15.9433,35.7899,EnvO:01000023,EnvO:00002042,EnvO:00002010,NaN,0.123,0.5383,NaN,NaN,NaN,NaN,NaN,44.73163,NaN,NaN,176.197079,NaN,NaN,NaN,NaN,NaN,0.425,NaN,NaN,NaN,NaN,NaN
189,OSD189_2014-06-24_0m_NPL022,"",ERS667476,SAMEA3275467,-19.3050,147.6220,-19.3050,147.6220,0,2014-06-24,02:05:00+10,05:15:00+10,2014-06-24T16:05:00+00,2014-06-24T19:15:00+00,Yongala,Coral Sea,4364,NPL022,IMOS NAtional Reference Stations - OSD,"Research vessel, Apollo",10 L Niskin,marine surface water,23.6203,35.2968,EnvO:01000023,EnvO:00002042,EnvO:00002010,NaN,0.0539,0.102,NaN,NaN,NaN,NaN,NaN,51.96143,NaN,NaN,183.8763,NaN,NaN,NaN,NaN,0.171,0.4009,NaN,NaN,0.0481,NaN,NaN
175,OSD175_2014-06-24_3m_NPL022,"",ERS667486,SAMEA3275477,51.334817,2.50215,51.334817,2.50215,3,2014-06-24,13:13:57+00,13:13:57+00,2014-06-24T13:13:57+00,2014-06-24T13:13:57+00,ZG02,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,2014-06-24T11:13:57Z/2014-06-24T11:13:57Z ,17.2187,34.2852,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.7091,NaN,NaN,NaN
174,OSD174_2014-06-25_3m_NPL022,"",ERS667487,SAMEA3275478,51.471567,3.059167,51.471583,3.0592,3,2014-06-25,01:47:42+01,01:47:47+01,2014-06-25T00:47:42+00,2014-06-25T00:47:47+00,780,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,OSD174station780RV Simon StevinNiskin2014-06-24T23:47:42Z/2014-06-24T23:47:47Z ,17.9425,33.3739,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.5691,NaN,NaN,NaN
100,OSD100_2014-06-22_1m_NPL022,"",ERS667565,SAMEA3275547,35.35,25.29,35.35,25.29,1,2014-06-22,10:00:00+02,12:30:00+02,2014-06-22T08:00:00+00,2014-06-22T10:30:00+00,Crete - GOS,Aegean Sea,3315,NPL022,Water sampling for prokaryotes.,Research Vessel Alkyon,Niskin bottles,Surface water sample from the OSD100 station.,24.21,39.05,ENVO:01000035,ENVO:00002223,ENVO:00002042,8.2,0.01,0.05,0,0.04,NaN,NaN,312.83,57.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.68,NaN,NaN,0.043,NaN,NaN
173,OSD173_2014-06-25_3m_NPL022,"",ERS667488,SAMEA3275479,51.441017,3.13995,51.441017,3.13995,3,2014-06-25,02:39:52+01,02:39:52+01,2014-06-25T01:39:52+00,2014-06-25T01:39:52+00,710,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well. ,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,OSD173station710RV Simon StevinNiskin2014-06-25T00:39:52Z/2014-06-25T00:39:52Z ,18.1816,33.1261,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.2835,NaN,NaN,NaN
172,OSD172_2014-06-25_3m_NPL022,"",ERS667489,SAMEA3275480,51.37485,3.218333,51.37485,3.218333,3,2014-06-25,03:45:37+01,03:45:37+01,2014-06-25T02:45:37+00,2014-06-25T02:45:37+00,700,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,a0,18.4817,32.3383,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.3859,NaN,NaN,NaN
33,OSD33_2014-06-19_1m_NPL022,"",ERS667635,SAMEA3275617,-42.5966,148.2333,-42.5966,148.2333,1,2014-06-19,01:35:00+10,01:45:00+10,2014-06-19T15:35:00+00,2014-06-19T15:45:00+00,Maria Island,Tasman Sea,4365,NPL022,IMOS National Reference Stations - OSD,"Research vessel, South Cape",5 L Niskin,marine surface water,13.9045,35.3598,EnvO:01000023,EnvO:00002042,EnvO:00002010,NaN,0.3081,3.0343,NaN,NaN,NaN,NaN,NaN,42.29881,NaN,NaN,250.271724,NaN,NaN,NaN,NaN,0.0214,0.6984,NaN,NaN,0.1442,NaN,NaN
21,OSD21_2012-06-21_NaNm_NPL022,"","","",45.08,13.61,45.08,13.61,NaN,2012-06-21,11:55:00+01,12:10:00+01,2012-06-21T10:55:00+00,2012-06-21T11:10:00+00,Croatia,Adriatic Sea,3314,NPL022,Monitoring,Burin,Niskin,Seawater,24.5,36.6,Mediterranean,Mediterranean,Seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,OSD21_2013-12-21_NaNm_NPL022,"","","",45.08,13.61,45.08,13.61,NaN,2013-12-21,11:55:00+01,12:10:00+01,2013-12-21T10:55:00+00,2013-12-21T11:10:00+00,Croatia,Adriatic Sea,3314,NPL022,Monitoring,Burin,Niskin,Seawater,12.5,35.5,Mediterranean,Mediterranean,Seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,OSD51_2013-12-21_2m_NPL022,"","","",9.3485,-82.2660,9.3485,-82.2660,2,2013-12-21,10:06:00-05,10:12:00-05,2013-12-21T15:06:00+00,2013-12-21T15:12:00+00,Bocas del Toro,Caribbean Sea,4287,NPL022,"The sampling activity will be part of a long term project named "" Marine Geo""","Research boat ""Loligo""",Water sampler bottle Van Dorn 2.2 liters,Surface Water,29.1,34.6,Marine Pelagic,Coastal Water,Surface Water,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.2,NaN,NaN,182.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,OSD51_2013-12-21_2m_NPL022,"","","",9.3485,-82.2660,9.3485,-82.2660,2,2013-12-21,10:13:00-05,10:19:00-05,2013-12-21T15:13:00+00,2013-12-21T15:19:00+00,Bocas del Toro,Caribbean Sea,4287,NPL022,"The sampling activity will be part of a long term project named "" Marine Ge""","Research Boat ""Loligo""",Water sampler bottle Van Dorn 2.2 liters,Surface Water,29.1,34.6,Marine Pelagic,Coastal Water,Surface Water,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.1,NaN,NaN,181.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,OSD51_2013-12-21_2m_NPL022,"","","",9.3485,-82.2660,9.3485,-82.2660,2,2013-12-21,10:20:00-05,10:26:00-05,2013-12-21T15:20:00+00,2013-12-21T15:26:00+00,Bocas del Toro,Caribbean Sea,4287,NPL022,"The sampling activity will be part of a long term project named ""Marine Geo""","Research Boat ""Loligo""",Water sampler bottle Van Dorn 2.2 liters,Surface Water,29.1,34.6,Marine Pelagic,Coastal Water,Surface Water,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.2,NaN,NaN,179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,OSD51_2013-12-20_2m_NPL022,"","","",9.3485,-82.2660,9.3485,-82.2660,2,2013-12-20,10:28:00-05,11:00:00-05,2013-12-20T15:28:00+00,2013-12-20T16:00:00+00,Bocas del Toro,Caribbean Sea,4287,NPL022,"The sampling activity will be part of a long term project named ""Marine Geo""","Research Boat ""Loligo""",Water sampler bottle Van Dorn 2.2 liters,Surface water,29.1,34.6,Marine Pelagic,Coastal Water,Surface Water,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.2,NaN,NaN,180.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,OSD21_2013-06-21_NaNm_NE08,"","","",45.08,13.61,45.08,13.61,NaN,2013-06-21,11:55:00+01,12:10:00+01,2013-06-21T10:55:00+00,2013-06-21T11:10:00+00,Croatia,Adriatic Sea,3314,NE08,Monitoring,Burin,Niskin,Seawater ,22.5,37.5,Mediterranean,Mediterranean,Seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,OSD187_2013-12-20_5.8m_NPL022,"","","",-64.77,-64.05,-64.77,-64.05,5.8,2013-12-20,16:00:00-04,16:01:00-04,2013-12-20T20:00:00+00,2013-12-20T20:01:00+00,Palmer Station Antarctica,Southern Ocean,1907,NPL022,2013 Pilot Sampling Campaign,shore facility,seawater intake pump,below surface water,-0.9,32,marine coastal pelagic,coastal embayment,seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,OSD186_2014-06-21_2.4m_NPL022,"",ERS667478,SAMEA3275469,38.885507,-76.541600,38.885507,-76.541600,2.4,2014-06-21,12:04:00-05,12:21:00-05,2014-06-21T17:04:00+00,2014-06-21T17:21:00+00,SERC Rhode River Maryland,North Atlantic Ocean,1912,NPL022,Participation in OSD,Dock,"5L-Kimmerer, YSI85",collected with Kimmer below surface of water (total depth at site 2.4m),26.8,7.2,Brackish water river,connection to Chesapeake Bay Estruary,seawater,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.6,NaN,NaN
171,OSD171_2014-06-25_3m_NPL022,"",ERS667490,SAMEA3275481,51.307333,2.849333,51.307333,2.849333,3,2014-06-25,05:23:32+01,05:23:32+01,2014-06-25T04:23:32+00,2014-06-25T04:23:32+00,230,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well. ,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,OSD171_06_14_230_NPL022_opp2_3m OSD171_06_14_230_NPL022_opp3_3m ,18.2617,32.8054,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.5436,NaN,NaN,NaN
170,OSD170_2014-06-25_3m_NPL022,"",ERS667491,SAMEA3275482,51.269517,2.9047,51.2695,2.90465,3,2014-06-25,06:04:57+01,06:05:02+01,2014-06-25T05:04:57+00,2014-06-25T05:05:02+00,130,North Sea,2350,NPL022,During Lifewatch monitoring campaign we sampled for OSD as well. ,RV Simon Stevin,6 Niskins were deployed on a CTD-Rosette,OSD170station130RV Simon StevinNiskin2014-06-25T04:04:57Z/2014-06-25T04:05:02Z ,18.6188,32.2575,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.8778,NaN,NaN,NaN
5,OSD5_2014-06-19_75m_NPL022,"",ERS667661,SAMEA3275639,35.661,24.99,35.661,24.99,75,2014-06-19,13:00:00+02,15:00:00+02,2014-06-19T11:00:00+00,2014-06-19T13:00:00+00,Crete,Aegean Sea,3315,NPL022,Water Sampling for Prokaryotes,Research Vessel Alkyon,Niskin bottles,Water from the Deep Chlorophyll Maximum layer of the OSD5 station.,16.87,39.23,01000035,00002223,Deep Chlorophyll Maximum,8.2,0.27,0.34,NaN,0.03,NaN,NaN,41.662,49.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38,0.74,NaN,NaN,0.6431,NaN,NaN
5,OSD5_2014-06-19_1m_NPL022,"",ERS667662,SAMEA3275640,35.661,24.99,35.661,24.99,1,2014-06-19,07:15:00+02,13:15:00+02,2014-06-19T05:15:00+00,2014-06-19T11:15:00+00,Crete,Aegean Sea,3315,NPL022,Water sampling for Prokaryotes.,Research Vessel Alkyon,Niskin bottles,Surface water sampling of the OSD5 station.,24.46,39.29,ENVO:01000035,ENVO:00002223,ENVO:00002042,8.2,0.07,0.17,NaN,0.04,NaN,NaN,1217.4,58.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38,0.47,NaN,NaN,-0.1116,NaN,NaN
123,OSD123_2014-06-22_4m_NPL022,"",ERS667543,SAMEA3275529,32.822,32.954,32.822,32.954,4,2014-06-22,11:00:00+02,13:00:00+02,2014-06-22T09:00:00+00,2014-06-22T11:00:00+00,Shikmona,Mediterranean Sea - Eastern Basin,4280,NPL022,test,pump,YSI,er,27,39.4,oligotrophic,eastern Mediterranean Sea,l,NaN,0.02,0.34,NaN,NaN,NaN,NaN,NaN,NaN,6.7,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,OSD131_2014-06-21_1m_NPL022,"",ERS667534,SAMEA3275520,42.413806,27.669,42.424831,27.699019,1,2014-06-21,10:24:00+02,13:30:00+02,2014-06-21T08:24:00+00,2014-06-21T11:30:00+00,Zlatna ribka,Black Sea,3319,NPL022,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,"Research vessel, LEM",Niskin bottle,ENVO:00000447 âmarine biomeâ;            ENVO:00002042 âsurface waterâ;              ENVO:00002010 âseawaterâ                                ,22.5,14.3,ENVO:00000447 âmarine biomeâ,ENVO:00002042 âsurface waterâ,ENVO:00002010 âseawaterâ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,OSD166_2014-06-21_0.5m_NPL022,"",ERS667495,SAMEA3275486,43.43255,-2.89966,43.43287,-2.90056,0.5,2014-06-21,10:48:00+01,10:58:00+01,2014-06-21T09:48:00+00,2014-06-21T09:58:00+00,Armintza,Mediterranean Sea - Western Basin,4279,NPL022,"A water sample of 80 L was collected oofshore of the Town on Lemoiz (Armintza), site that has been estudied along the last 8 years by the Department of Microbiology of the University of the Basque Country, under the supervison of Juna Iriberri. Metagenome data will be uselful in the understanding of the functional data regarding the microbial community of the site accumulated periodically along the years.","Commercial vessel , Crusoe Tresure underwater cellar",5 L Bucket,Surface water Sample collected in Armintza. South Bay of Biscay,17.88,35.05,ENVO:01000023,ENVO:01000080,ENVO:00002223,8.1,2.79,95.15,NaN,0.03347,NaN,NaN,NaN,45.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35,NaN
146,OSD146_2014-06-21_5m_NPL022,"",ERS667520,SAMEA3275506,78.453333,-2.829667,78.453333,-2.829667,5,2014-06-21,05:42:00+00,06:29:00+00,2014-06-21T05:42:00+00,2014-06-21T06:29:00+00,Fram Strait,Greenland Sea,2356,NPL022,"OSD sampling 2014 Fram Strait, Arctic Ocean",RV Polarstern,CTD rosette,water sample obtained with CTD rosette,-1.61,33.78,ENVO:00000447,ENVO:00002042,ENVO:00002010,NaN,0.85,5.4,NaN,0.08,NaN,NaN,NaN,26.78,NaN,NaN,358.41,NaN,NaN,NaN,NaN,3.26,3.8,NaN,NaN,NaN,NaN,NaN
142,OSD142_2014-06-21_1m_NE08,"",ERS667525,SAMEA3275511,31.383607,-80.866685,31.383607,80.866685,1,2014-06-21,10:00:00-05,13:00:00-05,2014-06-21T15:00:00+00,2014-06-21T18:00:00+00,Gray’s Reef National Marine Sanctuary,North Atlantic Ocean,1912,NE08,"Water quality time series at Grays Reef National Marine Sanctuary, NBDC station 41008",Research Vessel Sam Gray,Niskin bottle to collect water.  In situ WetLabs sensors at 1M,Surface water sample collected at 1 M,27.43,35.85,Oceanic,Continental Shelf,water,7.97,NaN,0.3,NaN,NaN,112.2,NaN,NaN,NaN,NaN,NaN,7.97,NaN,NaN,NaN,6.9,0.1,NaN,NaN,0.8325,5.5,NaN,NaN
143,OSD143_2014-06-21_1m_NPL022,"",ERS667523,SAMEA3275509,31.982820,-81.01667,31.982820,-81.01667,1,2014-06-21,13:45:00-05,15:00:00-05,2014-06-21T18:45:00+00,2014-06-21T20:00:00+00,Skidaway Institute of Oceanography,North Atlantic Ocean,1912,NPL022,Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index,Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.,"Permanent dock, Skidaway Institute of Oceanography Main Dock","4 replicate samples of whole water (0.3L) filtered onto 0.2 um Sterivex cartridge filters, place in Whirlpak bag and stored at -80 deg C",30.79,26.58,Estuary,Subtropical,Water,7.53,0.7,0.1,NaN,NaN,268.4,NaN,NaN,NaN,NaN,NaN,5.85,NaN,NaN,NaN,15.4,0.2,NaN,NaN,20.4,5.3,4.97,NaN
39,OSD39_2014-06-19_0.1m_NPL022,"",ERS667628,SAMEA3275610,32.75240,-79.89954,32.75240,-79.89954,0.1,2014-06-19,13:00:00+08,13:15:00+08,2014-06-19T05:00:00+00,2014-06-19T05:15:00+00,Charleston Harbor,,,NPL022,Prokaryote DNA sampling,waded from shore,4L sterile bottles,surface sample,31.3,24.3,ENVO:00000447,ENVO:00002042,ENVO:00002010,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
